city,model,price,insurance,fuel_type,seats,kms_driven,transmission,year_of_manufacture,engine,power,mileage,ownership
Mumbai,Vitara Brezza ZDi AMT,844999.9999999999,Expired,Diesel,5,45000,Automatic,2018.0,1248,88.5,24.3,First Owner
Mumbai,Amaze S i-Vtech,335000.0,Expired,Petrol,5,70423,Manual,2015.0,1198,86.7,18.0,First Owner
Mumbai,Baleno 1.2 Alpha,550000.0,Comprehensive,Petrol,5,27000,Manual,2016.0,1197,81.8,19.12,First Owner
Mumbai,City i VTEC CVT SV,699000.0,Comprehensive,Petrol,5,70000,Automatic,2017.0,1497,117.3,18.0,Second Owner
Navi Mumbai,Celerio VXI AT,365000.0,Comprehensive,Petrol,5,62000,Automatic,2016.0,998,67.04,23.1,First Owner
Mumbai,Marazzo M6 Plus BSVI,850000.0,Zero Dep,Diesel,7,58799,Manual,2021.0,1497,120.96,19.12,Second Owner
Mumbai,Baleno 1.2 CVT Zeta,585000.0,Expired,Petrol,5,66002,Automatic,2018.0,1197,83.1,21.4,First Owner
Mumbai,Ciaz Zeta BSVI,951000.0,Expired,Petrol,5,26000,Manual,2022.0,1197,81.8,19.12,First Owner
Mumbai,Yaris G CVT,660000.0,Expired,Petrol,5,78156,Automatic,2018.0,1197,81.8,19.12,First Owner
Mumbai,Ciaz 1.4 AT Alpha,725000.0,Comprehensive,Petrol,5,55000,Automatic,2018.0,1373,91.1,19.12,First Owner
Thane,Vitara Brezza ZDi AMT,894999.9999999999,Expired,Diesel,5,33572,Automatic,2020.0,1248,88.5,24.3,Second Owner
Mumbai,5 Series 525i,549000.0,Comprehensive,Petrol,5,62000,Automatic,2009.0,2497,81.8,19.12,Second Owner
Thane,XF 2.2 Litre Luxury,1300000.0,Expired,Diesel,5,100000,Automatic,2014.0,2179,187.7,19.12,First Owner
Mumbai,Amaze V CVT Petrol BSIV,645000.0,Expired,Petrol,5,53000,Automatic,2018.0,1199,88.76,19.0,First Owner
Mumbai,Baleno Alpha BSVI,1000000.0,Expired,Petrol,5,3626,Manual,2023.0,1197,88.5,22.35,First Owner
Mumbai,Ciaz Zeta AT BSVI,1080000.0,Expired,Petrol,5,22500,Automatic,2022.0,1462,103.25,20.04,First Owner
Mumbai,Creta 1.6 E Plus,611000.0,Comprehensive,Petrol,5,82000,Manual,2016.0,1591,121.3,15.8,First Owner
Thane,Scorpio S11 BSIV,1295000.0,Comprehensive,Diesel,7,99776,Manual,2018.0,2179,140.0,16.36,First Owner
Mumbai,XUV500 W8 FWD,695000.0,Expired,Diesel,7,42000,Manual,2015.0,2179,140.0,15.1,First Owner
Mumbai,V40 D3 R Design,1475000.0,Comprehensive,Diesel,5,56000,Automatic,2016.0,1969,150.0,19.12,Second Owner
Mumbai,Camry Hybrid,1090000.0,Comprehensive,Petrol,5,62000,Automatic,2014.0,2494,158.2,19.16,Second Owner
Thane,Grand i10 Sportz,421000.0,Expired,Petrol,5,10003,Manual,2017.0,1197,82.0,18.9,Second Owner
Mumbai,City ZX CVT,1175000.0,Comprehensive,Petrol,5,22000,Automatic,2022.0,1498,119.35,18.3,First Owner
Mumbai,Vitara Brezza VDi AMT,675000.0,Expired,Diesel,5,74000,Automatic,2019.0,1248,88.5,24.3,Third Owner
Mumbai,Rover Discovery Sport TD4 HSE Luxury,4990000.0,Comprehensive,Diesel,7,40000,Automatic,2020.0,1999,177.0,19.12,Second Owner
Mumbai,Vento Petrol Highline AT,290000.0,Comprehensive,Petrol,5,55000,Automatic,2010.0,1598,103.6,14.4,First Owner
Mumbai,6 Series GT 630d M Sport,3700000.0,Comprehensive,Diesel,4,59100,Automatic,2018.0,2993,261.4,17.09,Second Owner
Mumbai,Compass 1.4 Limited Option,1050000.0,Expired,Petrol,5,69161,Automatic,2018.0,1368,160.0,16.0,First Owner
Mumbai,Creta 1.6 VTVT AT SX Plus,750000.0,Expired,Petrol,5,65039,Automatic,2016.0,1591,121.3,13.0,Second Owner
Mumbai,GO Plus T,299000.0,Comprehensive,Petrol,7,28000,Manual,2016.0,1198,67.05,19.02,First Owner
Mumbai,Ertiga VXI,950000.0,Zero Dep,Petrol,7,27272,Manual,2021.0,1462,103.26,19.01,First Owner
Mumbai,Seltos GTX DCT,1174000.0,Third Party,Petrol,5,74995,Automatic,2020.0,1353,138.0,16.2,First Owner
Mumbai,i20 Asta Option,725000.0,Expired,Petrol,5,26000,Manual,2020.0,1197,81.8,19.12,Second Owner
Mumbai,Grand i10 AT Asta,479000.0,Expired,Petrol,5,50554,Automatic,2016.0,1197,82.0,18.9,First Owner
Mumbai,Innova Crysta 2.8 GX AT BSIV,1850000.0,Expired,Diesel,7,137000,Automatic,2019.0,2755,171.5,19.12,First Owner
Mumbai,Baleno Sigma,585000.0,Comprehensive,Petrol,5,55264,Manual,2019.0,1197,81.8,21.01,First Owner
Mumbai,KWID Climber 1.0 AMT,375000.0,Expired,Petrol,5,25000,Automatic,2017.0,999,67.0,24.04,First Owner
Mumbai,Wagon R LXI,325000.0,Comprehensive,Petrol,5,42372,Manual,2014.0,998,67.05,21.79,First Owner
Thane,City i VTEC CVT VX,699000.0,Comprehensive,Petrol,5,38224,Automatic,2016.0,1497,117.3,18.0,First Owner
Mumbai,Venue SX Turbo BSIV,675000.0,Expired,Petrol,5,60368,Manual,2019.0,1197,81.8,19.12,First Owner
Mumbai,Gloster Savvy 6-Str,2975000.0,Comprehensive,Diesel,6,13850,Automatic,2021.0,1197,81.8,19.12,Second Owner
Mumbai,Ignis Delta BSVI,575000.0,Expired,Petrol,5,34182,Manual,2022.0,1197,81.8,20.89,First Owner
Mumbai,Nexon 1.5 Revotorq XZA Plus,754000.0,Comprehensive,Diesel,5,59866,Automatic,2019.0,1197,81.8,19.12,First Owner
Mumbai,ZS EV Exclusive,1800000.0,Comprehensive,Electric,5,27153,Automatic,2022.0,1197,81.8,19.12,First Owner
Mumbai,Baleno 1.2 Delta,590000.0,Expired,Petrol,5,37761,Manual,2019.0,1197,83.1,21.4,First Owner
Mumbai,Altroz XZA DCT,825000.0,Zero Dep,Petrol,5,6100,Automatic,2023.0,1199,86.79,18.5,First Owner
Mumbai,Grand i10 Sportz,380000.0,Comprehensive,Petrol,5,58000,Manual,2015.0,1197,82.0,18.9,First Owner
Mumbai,GLE 250d,3195000.0,Comprehensive,Diesel,5,55000,Automatic,2016.0,2143,201.15,17.9,First Owner
Mumbai,GLA Class 200 Sport,2100000.0,Comprehensive,Petrol,5,29600,Automatic,2017.0,1991,183.0,19.12,First Owner
Mumbai,M-Class ML 250 CDI,2100000.0,Expired,Diesel,5,68000,Automatic,2014.0,2143,203.2,19.12,Second Owner
Mumbai,Rapid 1.6 MPI AT Elegance,434999.99999999994,Comprehensive,Petrol,5,32000,Automatic,2014.0,1598,103.5,14.3,Second Owner
Mumbai,Swift VXI,555000.0,Comprehensive,Petrol,5,53000,Manual,2018.0,1197,81.8,19.12,First Owner
Mumbai,Ertiga ZXI,925000.0,Comprehensive,Petrol,7,54000,Manual,2019.0,1197,81.8,19.12,First Owner
Mumbai,Duster Petrol RXS CVT,574000.0,Third Party,Petrol,5,27203,Automatic,2018.0,1498,104.5,14.99,First Owner
Mumbai,City i VTEC CVT VX,550000.0,Comprehensive,Petrol,5,54000,Automatic,2014.0,1497,117.3,18.0,First Owner
Mumbai,Celerio ZXI AMT BSIV,395000.0,Comprehensive,Petrol,5,38170,Automatic,2017.0,1197,81.8,19.12,Second Owner
Mumbai,GLE 300d 4Matic,9975000.0,Zero Dep,Diesel,5,4500,Automatic,2024.0,1993,265.52,19.12,First Owner
Thane,City i VTEC VX,680000.0,Expired,Petrol,5,50000,Manual,2017.0,1497,117.3,17.8,First Owner
Mumbai,i20 Sportz Option 1.2,434999.99999999994,Expired,Petrol,5,39619,Manual,2015.0,1197,81.8,19.12,Second Owner
Mumbai,Kushaq 1.0 TSI Style AT,1850000.0,Expired,Petrol,5,8000,Automatic,2023.0,1197,81.8,19.12,First Owner
Mumbai,A4 Premium Plus BSVI,3395000.0000000005,Expired,Petrol,5,2800,Automatic,2023.0,1998,187.74,19.12,First Owner
Mumbai,XJ 3.0L Premium Luxury,1950000.0,Comprehensive,Diesel,4,90000,Automatic,2014.0,1197,81.8,19.12,First Owner
Mumbai,City i VTEC VX Option,595000.0,Expired,Petrol,5,75000,Manual,2016.0,1497,117.3,17.8,First Owner
Mumbai,X1 sDrive 20d xLine,1700000.0,Expired,Diesel,5,76832,Automatic,2016.0,1197,81.8,19.12,Second Owner
Mumbai,City i VTEC CVT VX,628000.0,Comprehensive,Petrol,5,47000,Automatic,2016.0,1497,117.3,18.0,First Owner
Mumbai,Baleno 1.2 CVT Zeta,495000.0,Comprehensive,Petrol,5,58000,Automatic,2017.0,1197,83.1,21.4,First Owner
Mumbai,3 Series GT Luxury Line,2575000.0,Comprehensive,Diesel,5,53500,Automatic,2019.0,1995,188.0,19.12,Second Owner
Mumbai,Compass 1.4 Limited Opt DCT BSVI,1945000.0,Comprehensive,Petrol,5,18000,Automatic,2022.0,1368,160.77,14.1,First Owner
Thane,XL6 Zeta,960000.0,Comprehensive,Petrol,6,49359,Manual,2020.0,1462,103.2,19.01,First Owner
Mumbai,Baleno 1.2 CVT Alpha,528000.0,Comprehensive,Petrol,5,38918,Automatic,2017.0,1197,81.8,19.12,First Owner
Mumbai,City i VTEC CVT VX,599000.0,Comprehensive,Petrol,5,77000,Automatic,2016.0,1497,117.3,18.0,First Owner
Mumbai,i20 N-Line N8 DCT,1199000.0,Comprehensive,Petrol,5,10300,Automatic,2023.0,998,118.0,20.0,First Owner
Mumbai,Baleno 1.2 Delta,501999.99999999994,Comprehensive,Petrol,5,68778,Manual,2018.0,1197,83.1,21.4,First Owner
Mumbai,WR-V i-VTEC VX,595000.0,Expired,Petrol,5,44000,Manual,2017.0,1199,88.7,17.5,First Owner
Mumbai,5 Series 520d Luxury Line,6490000.000000001,Expired,Diesel,5,12000,Automatic,2022.0,1995,187.74,20.37,First Owner
Mumbai,City V MT,760000.0,Comprehensive,Petrol,5,51000,Manual,2019.0,1197,81.8,19.12,First Owner
Navi Mumbai,City V MT,395000.0,Comprehensive,Petrol,5,70000,Manual,2013.0,1497,116.3,16.8,First Owner
Mumbai,F-Pace Prestige 2.0 AWD,3875000.0,Comprehensive,Diesel,5,42000,Automatic,2018.0,1999,177.0,16.38,Second Owner
Thane,Aspire Titanium Automatic,399000.0,Comprehensive,Petrol,5,37426,Automatic,2018.0,1497,121.0,16.3,Second Owner
Mumbai,XL6 Alpha AT,1150000.0,Expired,Petrol,6,45250,Automatic,2021.0,1462,103.2,19.12,First Owner
Mumbai,City i VTEC CVT VX,625000.0,Zero Dep,Petrol,5,46500,Automatic,2015.0,1197,81.8,19.12,First Owner
Navi Mumbai,Swift Dzire ZXI,375000.0,Expired,Petrol,5,26000,Manual,2012.0,1197,81.8,19.12,First Owner
Mumbai,Grand i10 Nios Sportz,625000.0,Expired,Petrol,5,22955,Manual,2020.0,1197,81.86,20.7,First Owner
Mumbai,6 Series GT 620d Luxury Line 2019-2021,4275000.0,Comprehensive,Diesel,4,40000,Automatic,2019.0,1197,81.8,19.12,First Owner
Mumbai,Karoq Style AT,2045000.0,Expired,Petrol,5,19990,Automatic,2020.0,1498,147.51,19.12,First Owner
Mumbai,City VX CVT,1026000.0,Expired,Petrol,5,55075,Automatic,2021.0,1197,81.8,19.12,First Owner
Mumbai,City i VTEC V,645000.0,Comprehensive,Petrol,5,48200,Manual,2017.0,1497,117.3,17.8,First Owner
Mumbai,Ciaz Alpha BSIV,790000.0,Expired,Petrol,5,25000,Manual,2019.0,1197,81.8,19.12,First Owner
Mumbai,Baleno 1.3 Delta,508000.0,Expired,Diesel,5,17277,Manual,2017.0,1197,81.8,19.12,Second Owner
Mumbai,City i VTEC SV,589000.0,Comprehensive,Petrol,5,78048,Manual,2016.0,1497,117.3,17.4,First Owner
Mumbai,Seltos GTX Plus Diesel AT,1795000.0,Expired,Diesel,5,29500,Automatic,2022.0,1493,113.43,18.0,First Owner
Mumbai,City i-VTEC CVT ZX,775000.0,Comprehensive,Petrol,5,53000,Automatic,2017.0,1497,117.6,18.0,Second Owner
Mumbai,Swift Dzire VXI,399000.0,Comprehensive,Petrol,5,56050,Manual,2015.0,1197,83.14,20.85,Second Owner
Mumbai,Seltos HTX IVT,1595000.0,Zero Dep,Petrol,5,12854,Automatic,2022.0,1497,113.43,19.12,First Owner
Mumbai,Swift VVT VXI,335000.0,Comprehensive,Petrol,5,35000,Manual,2014.0,1197,81.8,22.0,First Owner
Mumbai,X1 xDrive 20d xLine,2375000.0,Comprehensive,Diesel,5,39500,Automatic,2019.0,1197,81.8,19.12,Second Owner
Mumbai,Nexon XZA Plus (O) AMT,925000.0,Comprehensive,Petrol,5,27000,Automatic,2021.0,1197,81.8,19.12,First Owner
Thane,Tiago XZ Plus BSVI,645000.0,Expired,Petrol,5,33857,Manual,2022.0,1197,81.8,19.12,First Owner
Thane,Rover Discovery Sport TD4 HSE 7S,2999000.0,Zero Dep,Diesel,7,53300,Automatic,2017.0,1999,148.31,19.12,First Owner
Mumbai,City ZX CVT,949000.0,Expired,Petrol,5,68000,Automatic,2019.0,1497,117.6,17.4,First Owner
Mumbai,XUV500 AT W10 FWD,999000.0,Expired,Diesel,7,72000,Automatic,2016.0,2179,140.0,16.0,Second Owner
Mumbai,Sonet 1.5 GTX Plus Diesel DT,1225000.0,Comprehensive,Diesel,5,61200,Manual,2020.0,1197,81.8,19.12,First Owner
Thane,Wagon R VXI,700000.0,Comprehensive,Petrol,5,1500,Manual,2024.0,998,65.71,24.35,First Owner
Mumbai,GLE 250d,3600000.0,Expired,Diesel,5,73750,Automatic,2017.0,2143,201.15,17.9,Second Owner
Mumbai,Tiago XT BSVI,360000.0,Comprehensive,Petrol,5,46932,Manual,2016.0,1197,81.8,19.12,First Owner
Mumbai,Gloster Savvy 6-Str,3200000.0,Expired,Diesel,6,29170,Automatic,2021.0,1996,215.01,12.4,First Owner
Mumbai,Seltos GTX Plus Diesel AT,1800000.0,Expired,Diesel,5,31900,Automatic,2022.0,1493,113.43,18.0,First Owner
Mumbai,KWID 1.0 RXT AMT,425000.0,Expired,Petrol,5,20000,Automatic,2020.0,999,67.06,22.3,First Owner
Navi Mumbai,Rapid 1.6 MPI AT Elegance,280000.0,Expired,Petrol,5,90000,Automatic,2014.0,1598,103.52,14.3,First Owner
Mumbai,Grand i10 Sportz,332000.0,Comprehensive,Petrol,5,39045,Manual,2016.0,1197,82.0,18.9,Second Owner
Mumbai,City i VTEC V,675000.0,Expired,Petrol,5,67000,Manual,2017.0,1497,117.3,17.8,First Owner
Mumbai,City ZX CVT,1240000.0,Comprehensive,Petrol,5,36500,Automatic,2022.0,1197,81.8,19.12,Second Owner
Mumbai,Q5 2.0 TFSI Quattro,894999.9999999999,Expired,Petrol,5,87000,Automatic,2011.0,1984,208.0,19.12,First Owner
Mumbai,Q3 30 TFSI Premium FWD,1950000.0,Comprehensive,Petrol,5,45900,Automatic,2018.0,1395,147.51,19.12,First Owner
Mumbai,Grand i10 Asta Option AT,461000.00000000006,Third Party,Petrol,5,58000,Automatic,2016.0,1197,82.0,18.9,First Owner
Mumbai,Venue SX Opt iMT,1025000.0,Comprehensive,Petrol,5,12000,Manual,2022.0,998,118.35,18.0,First Owner
Mumbai,TUV 300 T8,675000.0,Comprehensive,Diesel,7,77000,Manual,2018.0,1493,100.0,18.49,Second Owner
Mumbai,Ciaz ZXi Plus,695000.0,Comprehensive,Petrol,5,23000,Manual,2017.0,1373,91.1,20.73,First Owner
Mira Road,Nexon XZA Plus (O) AMT Diesel,760000.0,Expired,Diesel,5,120000,Automatic,2020.0,1497,108.49,22.07,First Owner
Mumbai,Baleno 1.2 Alpha,507000.0,Expired,Petrol,5,33597,Manual,2018.0,1197,83.1,21.4,Second Owner
Navi Mumbai,Hector Plus Sharp Diesel MT,2330000.0,Third Party,Diesel,6,34000,Manual,2023.0,1197,81.8,19.12,First Owner
Mumbai,Amaze S CVT i-VTEC,499000.0,Comprehensive,Petrol,5,88136,Automatic,2016.0,1197,81.8,19.12,First Owner
Mumbai,3 Series GT 320d Luxury Line,1648999.9999999998,Expired,Diesel,5,66000,Automatic,2014.0,1995,184.0,19.12,Second Owner
Mumbai,Celerio X ZXI BSIV,399000.0,Third Party,Petrol,5,39000,Manual,2018.0,998,67.0,21.63,First Owner
Mumbai,Seltos HTX IVT G,1525000.0,Zero Dep,Petrol,5,13000,Automatic,2021.0,1497,113.42,16.8,First Owner
Mumbai,Harrier XMA AT,1900000.0,Expired,Diesel,5,10480,Automatic,2023.0,1956,167.67,14.6,Second Owner
Mumbai,Superb Style 1.8 TSI AT,1375000.0,Comprehensive,Petrol,5,67000,Automatic,2017.0,1798,177.46,14.67,First Owner
Mumbai,XC40 D4 R-Design,2725000.0,Comprehensive,Diesel,5,22635,Automatic,2018.0,1197,81.8,19.12,Second Owner
Mumbai,Seltos GTX Plus Diesel AT,1725000.0,Comprehensive,Diesel,5,30000,Automatic,2021.0,1493,113.43,18.0,First Owner
Mumbai,City i VTEC CVT VX,498000.00000000006,Comprehensive,Petrol,5,71076,Automatic,2015.0,1497,117.3,18.0,Third Owner
Thane,i20 Sportz 1.2,475000.0,Comprehensive,Petrol,5,53658,Manual,2015.0,1197,81.83,18.6,Second Owner
Mumbai,Fluence 2.0 E4,270000.0,Comprehensive,Petrol,5,43000,Automatic,2012.0,1197,81.8,19.12,Third Owner
Mumbai,F-Pace Prestige 2.0 AWD,3550000.0,Comprehensive,Diesel,5,58100,Automatic,2018.0,1999,177.0,16.38,Second Owner
Navi Mumbai,Grand i10 Asta,325000.0,Comprehensive,Petrol,5,32815,Manual,2015.0,1197,82.0,18.9,Second Owner
Mumbai,Alto K10 LXI,239000.0,Expired,Petrol,5,16280,Manual,2015.0,998,67.05,23.95,First Owner
Mumbai,Rover Range Rover Velar R-Dynamic S Petrol MY21,7000000.0,Expired,Petrol,5,32422,Automatic,2021.0,1997,246.74,19.12,Second Owner
Mumbai,Vitara Brezza VDi,649000.0,Comprehensive,Diesel,5,35000,Manual,2017.0,1248,88.5,24.3,Second Owner
Mumbai,3 Series 320d Prestige,899000.0,Comprehensive,Diesel,5,72500,Automatic,2013.0,1995,184.0,19.12,First Owner
Mumbai,Baleno 1.2 Zeta,535000.0,Expired,Petrol,5,41910,Manual,2016.0,1197,83.1,21.4,First Owner
Mumbai,Compass 2.0 Sport,2650000.0,Expired,Diesel,5,25313,Manual,2022.0,1956,170.0,17.1,First Owner
Mumbai,Q7 40 TFSI Quattro,3150000.0,Comprehensive,Petrol,7,93700,Automatic,2017.0,1197,81.8,19.12,First Owner
Mumbai,GLC 200,5100000.0,Zero Dep,Petrol,5,6000,Automatic,2021.0,1991,197.0,19.12,First Owner
Thane,Baleno 1.2 CVT Zeta,615000.0,Comprehensive,Petrol,5,27677,Automatic,2018.0,1197,83.1,21.4,First Owner
Mumbai,Xcent 1.2 Kappa S Option,415000.00000000006,Expired,Petrol,5,16000,Manual,2015.0,1197,81.8,19.12,First Owner
Mumbai,S Cross DDiS 200 Zeta,570000.0,Comprehensive,Diesel,5,62000,Manual,2016.0,1197,81.8,19.12,Second Owner
Mumbai,Venue SX Plus Turbo DCT BSIV,975000.0,Expired,Petrol,5,18000,Automatic,2019.0,998,118.35,18.15,First Owner
Mumbai,Kushaq 1.0 TSI monte carlo AT BSVI,1635000.0000000002,Comprehensive,Petrol,5,18000,Automatic,2022.0,999,113.98,17.2,First Owner
Mumbai,Venue SX Plus Turbo DCT BSIV,885000.0,Comprehensive,Petrol,5,43000,Automatic,2019.0,998,118.35,18.15,Second Owner
Mumbai,Nexon 1.2 Revotron XMA,725000.0,Comprehensive,Petrol,5,57000,Automatic,2019.0,1198,108.5,17.0,First Owner
Mumbai,B Class B180 Sport,1549000.0,Expired,Petrol,5,58000,Automatic,2017.0,1595,120.69,19.12,First Owner
Mumbai,XUV500 R W10 FWD,775000.0,Comprehensive,Diesel,7,83900,Manual,2015.0,1197,81.8,19.12,Second Owner
Mumbai,Compass 2.0 Limited Opt Diesel BSVI,2190000.0,Third Party,Diesel,5,38000,Manual,2022.0,1956,167.67,17.1,First Owner
Mumbai,Creta 1.6 SX Automatic,1099000.0,Comprehensive,Petrol,5,43000,Automatic,2019.0,1591,121.3,14.8,First Owner
Thane,Compass 1.4 Limited,1095000.0,Expired,Petrol,5,45654,Automatic,2017.0,1197,81.8,19.12,First Owner
Mumbai,WR-V i-VTEC VX,735000.0,Expired,Petrol,5,16000,Manual,2018.0,1199,88.7,17.5,First Owner
Mumbai,Vitara Brezza ZDi AMT,825000.0,Comprehensive,Diesel,5,27300,Automatic,2018.0,1248,88.5,24.3,First Owner
Mumbai,Octavia 1.8 TSI AT Style Plus,900000.0,Expired,Petrol,5,30000,Automatic,2016.0,1197,81.8,19.12,First Owner
Mumbai,Jazz 1.2 V AT i VTEC,590000.0,Expired,Petrol,5,47291,Automatic,2016.0,1199,88.7,19.0,First Owner
Mumbai,Creta 1.6 SX Automatic,1140000.0,Expired,Petrol,5,43100,Automatic,2019.0,1591,121.3,14.8,First Owner
Mumbai,Fortuner 4X2 AT BSVI,4045000.0000000005,Expired,Petrol,7,23000,Automatic,2023.0,2694,163.6,10.0,First Owner
Mumbai,Verna 1.6 SX VTVT AT,530000.0,Expired,Petrol,5,19000,Automatic,2014.0,1591,121.3,15.74,First Owner
Mumbai,Seltos GTX Plus Diesel AT,1500000.0,Zero Dep,Diesel,5,57000,Automatic,2021.0,1493,113.43,18.0,Second Owner
Mumbai,Triber RXZ BSIV,545000.0,Comprehensive,Petrol,7,19000,Manual,2019.0,999,72.0,20.0,First Owner
Thane,i20 Sportz IVT BSVI,835000.0,Comprehensive,Petrol,5,33011,Automatic,2021.0,1197,86.76,19.65,First Owner
Mumbai,XUV500 W11 AT BSIV,1450000.0,Expired,Diesel,7,51000,Automatic,2018.0,2179,152.87,15.1,First Owner
Mumbai,Venue SX Plus Turbo DCT,1125000.0,Comprehensive,Petrol,5,8000,Automatic,2021.0,998,118.35,18.15,First Owner
Mumbai,City i-VTEC CVT VX,800000.0,Comprehensive,Petrol,5,49000,Automatic,2018.0,1497,117.6,18.0,First Owner
Mumbai,S-Class S 300,1375000.0,Comprehensive,Petrol,5,41000,Automatic,2013.0,2987,81.8,13.0,Third Owner
Mumbai,Laura 2.0 TDI AT L and K,350000.0,Comprehensive,Diesel,5,90000,Automatic,2011.0,1197,81.8,19.12,Second Owner
Mumbai,Polo Petrol Highline 1.2L,275000.0,Expired,Petrol,5,59924,Manual,2013.0,1198,73.9,16.47,Second Owner
Mumbai,Baleno 1.2 Delta,525000.0,Zero Dep,Petrol,5,36553,Manual,2019.0,1197,83.1,21.4,First Owner
Mumbai,Grand i10 CRDi SportZ Edition,409000.0,Comprehensive,Diesel,5,55340,Manual,2014.0,1197,81.8,19.12,First Owner
Mumbai,A6 35 TDI,1700000.0,Expired,Diesel,5,30600,Automatic,2017.0,1968,187.74,18.53,First Owner
Thane,Baleno 1.2 CVT Zeta,559000.0,Third Party,Petrol,5,41300,Automatic,2017.0,1197,83.1,21.4,First Owner
Mumbai,Ciaz 1.4 AT Zeta,639000.0,Comprehensive,Petrol,5,44000,Automatic,2017.0,1373,91.1,19.12,First Owner
Mumbai,Grand i10 Sportz,434999.99999999994,Third Party,Petrol,5,50589,Manual,2014.0,1197,82.0,18.9,First Owner
Mumbai,Creta 1.6 VTVT SX Plus,770000.0,Comprehensive,Petrol,5,60000,Manual,2017.0,1591,121.3,13.0,First Owner
Mumbai,WR-V i-VTEC VX,721000.0,Expired,Petrol,5,25000,Manual,2018.0,1199,88.7,17.5,First Owner
Mumbai,Ecosport 1.5 Petrol Titanium Plus BSIV,921000.0000000001,Expired,Petrol,5,57000,Manual,2019.0,1197,81.8,19.12,First Owner
Mumbai,Amaze S i-Vtech,390000.0,Comprehensive,Petrol,5,44000,Manual,2013.0,1198,86.7,18.0,First Owner
Mumbai,City i-VTEC S,575000.0,Comprehensive,Petrol,5,70336,Manual,2018.0,1497,117.3,17.4,First Owner
Mumbai,Jazz VX CVT,699000.0,Expired,Petrol,5,47000,Automatic,2019.0,1199,88.7,18.2,First Owner
Mumbai,7 Series 730Ld Sedan,2050000.0,Expired,Diesel,5,43000,Automatic,2012.0,2993,258.0,19.12,Second Owner
Mumbai,6 Series GT 630d M Sport,4299000.0,Expired,Diesel,4,50100,Automatic,2018.0,2993,261.4,17.09,First Owner
Mumbai,Marazzo M6 Plus BSVI,850000.0,Zero Dep,Diesel,7,58797,Manual,2021.0,1497,120.96,19.12,Second Owner
Mumbai,CR-V 2.0L 2WD AT,795000.0,Comprehensive,Petrol,5,68000,Automatic,2015.0,1997,153.86,13.7,First Owner
Mumbai,XUV500 R W10 FWD,821000.0000000001,Comprehensive,Diesel,7,87000,Manual,2016.0,2179,140.0,16.0,First Owner
Mumbai,Wagon R VXI AMT Opt 1.2,599000.0,Expired,Petrol,5,7500,Automatic,2021.0,1197,81.8,20.52,First Owner
Mumbai,Baleno Zeta CVT,698000.0,Expired,Petrol,5,24308,Automatic,2019.0,1197,81.8,19.56,First Owner
Mumbai,Octavia 1.8 TSI AT L K,1700000.0,Expired,Petrol,5,66000,Automatic,2019.0,1197,81.8,19.12,First Owner
Mumbai,RediGO 1.0 T Option Limited Edition,249000.00000000003,Expired,Petrol,5,55000,Manual,2016.0,999,67.0,22.5,Second Owner
Mumbai,Ciaz VDi Plus SHVS,540000.0,Comprehensive,Diesel,5,47931,Manual,2016.0,1197,81.8,19.12,First Owner
Mumbai,Octavia 1.8 TSI AT L K,1545000.0,Expired,Petrol,5,47000,Automatic,2019.0,1798,178.0,15.1,First Owner
Mumbai,Ciaz VDi Plus SHVS,551000.0,Comprehensive,Diesel,5,115000,Manual,2016.0,1197,81.8,19.12,First Owner
Mumbai,Baleno 1.2 Alpha,461000.00000000006,Third Party,Petrol,5,61322,Manual,2017.0,1197,83.1,21.4,Second Owner
Mumbai,Venue SX Plus Turbo DCT BSIV,860000.0,Expired,Petrol,5,64000,Automatic,2019.0,998,118.35,18.15,First Owner
Mumbai,Compass 2.0 Limited,1150000.0,Comprehensive,Diesel,5,52373,Manual,2018.0,1956,170.0,17.1,First Owner
Thane,Ciaz Alpha BSVI,950000.0,Expired,Petrol,5,25000,Manual,2022.0,1462,103.25,20.65,First Owner
Mumbai,Xcent 1.2 Kappa S,400000.0,Expired,Petrol,5,86090,Manual,2015.0,1197,82.0,19.1,Second Owner
Mumbai,Baleno 1.2 CVT Alpha,575000.0,Third Party,Petrol,5,53000,Automatic,2018.0,1197,83.1,21.4,First Owner
Mumbai,Harrier XZA Plus AT BSVI,1995000.0,Comprehensive,Diesel,5,27000,Automatic,2022.0,1956,167.67,14.6,First Owner
Mumbai,Alcazar Signature (O) AT,1650000.0,Comprehensive,Petrol,6,26000,Automatic,2021.0,1999,156.9,14.2,First Owner
Mumbai,XE 2.0L Diesel Prestige,1925000.0,Comprehensive,Diesel,5,35000,Automatic,2017.0,1999,177.0,19.12,Second Owner
Mumbai,Seltos GTX Plus Diesel AT,1750000.0,Expired,Diesel,5,35000,Automatic,2021.0,1493,113.43,18.0,First Owner
Mumbai,Grand Vitara Zeta Plus Hybrid CVT BSVI,1675000.0,Third Party,Petrol,5,14960,Automatic,2022.0,1490,91.18,27.97,First Owner
Mumbai,Compass 1.4 Limited,975000.0,Comprehensive,Petrol,5,49000,Automatic,2017.0,1368,160.0,16.0,First Owner
Thane,Baleno 1.2 CVT Alpha,620000.0,Comprehensive,Petrol,5,36854,Automatic,2017.0,1197,83.1,21.4,First Owner
Mumbai,City i-VTEC CVT ZX,775000.0,Comprehensive,Petrol,5,53000,Automatic,2017.0,1497,117.6,18.0,Second Owner
